2021	Erick the Architect	Self Made by Erick the Architect	I’ll tell you why the white sell like 10 a key (Yeah!) / They run in ‘tree like 3-6	https://genius.com/Erick-the-architect-self-made-lyrics
2021	G.T. (Ft. Los (DET) & Street Lord Juan)	Jack & a Press by G.T. (Ft. Los (DET) & Street Lord Juan)	in my right hand, got one on my left / Wrist forty alone, it can get par for a brick / On	https://genius.com/Gt-jack-and-a-press-lyrics
2021	Gutta100 (Ft. JayDaYoungan)	Out on Bond by Gutta100 (Ft. JayDaYoungan)	can fuck your bitch, she ain't shit, pipe down / Thirty-six on my wrist, that's a brick, iced	https://genius.com/Gutta100-out-on-bond-lyrics
2021	Mvko, Prompto & 99ZED	Baryon Mode by Mvko, Prompto & 99ZED	99 said he just fucked up the beat / What the fuck zed? / Yuh / Re-up on the brick, I spin	https://genius.com/Mvko-prompto-and-99zed-baryon-mode-lyrics
2021	Peezy	We Don't Scam by Peezy	the van / That's my white boy, he pay one-twenty for a gram, ayy / We sell weed and we	https://genius.com/Peezy-we-dont-scam-lyrics
2021	Pop Smoke (Ft. Kanye West & Pusha T)	Tell the Vision by Pop Smoke (Ft. Kanye West & Pusha T)	How can I not? Woo, how can I not? / When a brick is thirty-six, bitch, how could I stop	https://genius.com/Pop-smoke-tell-the-vision-lyrics
2021	Pressa	Second Hand Smoke by Pressa	out here kept it fake, or probably a third / Twenty-five percent of niggas don't got a bird / Kept	https://genius.com/Pressa-second-hand-smoke-lyrics
2021	Soulja Boy	What You Heard? by Soulja Boy	like Vince Carter / Swim just like six-feet-deep water / Twenty-five bricks, that's a new quarter / Cook the	https://genius.com/Soulja-boy-what-you-heard-lyrics
2021	Struggle Mike & Smoke Bulga (Ft. Heem B$F)	John Gotti by Struggle Mike & Smoke Bulga (Ft. Heem B$F)	hang around them niggas (I do) / Only thirty for a bird, I know the real dealers (Psh) / Anybody say a	https://genius.com/Struggle-mike-and-smoke-bulga-john-gotti-lyrics
2021	Struggle Mike, Black Soprano Family & Smoke Bulga (Ft. Benny the Butcher & Heem B$F)	John Gotti (Remix) by Struggle Mike, Black Soprano Family & Smoke Bulga (Ft. Benny the Butcher & Heem B$F)	hang around them niggas (I do) / Only thirty for a bird, I know the real dealers (Psh) / Anybody say a	https://genius.com/Struggle-mike-black-soprano-family-and-smoke-bulga-john-gotti-remix-lyrics
2021	Tee Grizzley (Ft. AllStar Lee & Mu)	White Dior Tee by Tee Grizzley (Ft. AllStar Lee & Mu)	give out no loans, this for Baby Tee, nigga (Neph') / Forty-eight a key, thirty-eight a P, nigga (Work	https://genius.com/Tee-grizzley-white-dior-tee-lyrics
2022	42 Dugg, Coi Leray & CMG The Label	Hold Me Down by 42 Dugg, Coi Leray & CMG The Label	my bitch, "It don't get no better than this" / Forty for a verse, I want fifty for a brick	https://genius.com/42-dugg-coi-leray-and-cmg-the-label-hold-me-down-lyrics
2022	Al-Doms & Pusha T	HAHA by Al-Doms & Pusha T	lie when the watch is made for he / My yellow brick road was twenty-five a key / The road to	https://genius.com/Al-doms-and-pusha-t-haha-lyrics
2022	Al-Doms & Pusha T	HAHA by Al-Doms & Pusha T	watch is made for he / My yellow brick road was twenty-five a key / The road to the riches was	https://genius.com/Al-doms-and-pusha-t-haha-lyrics
2022	Benny the Butcher	Super Plug by Benny the Butcher	on since like the old Clipse / Sixteen hour road trip for the whole brick / Pass the toast and tell my	https://genius.com/Benny-the-butcher-super-plug-lyrics
2022	Blac Youngsta	Money by Blac Youngsta	buy real estate, then I renovate (Yeah) / Forty for a brick, eating Winnup since back in the day (Shit) / Forty	https://genius.com/Blac-youngsta-money-lyrics
2022	French Montana, Stove God Cooks & DJ Drama (Ft. Coke Boy Cheeze)	Intro by French Montana, Stove God Cooks & DJ Drama (Ft. Coke Boy Cheeze)	view (View), Whoopi Goldberg / A hundred for an eight, about a quarter for the whole bird (Whole bird) / Thirty million	https://genius.com/French-montana-stove-god-cooks-and-dj-drama-intro-lyrics
2022	Kasher Quon	Cali Robot by Kasher Quon	Paid $60 for a 3.5, I'm smokin' Larry Bird / And I got dogshit on me, a big fuckin	https://genius.com/Kasher-quon-cali-robot-lyrics
2022	Kenzo Str8Drop	Trap Flow by Kenzo Str8Drop	Nuttin' less than thirty five and you can cop this brick / I'm next up, gis' a M still wouldn	https://genius.com/Kenzo-str8drop-trap-flow-lyrics
2022	Luh Soldier	Life of a Hitta by Luh Soldier	Ha) / Glock 9, gen 5 (He running), always kept it twenty times five (Hunnid) / All I wanted was a brick	https://genius.com/Luh-soldier-life-of-a-hitta-lyrics
2022	Shizzlecakes	Microsoft Tech Support by Shizzlecakes	very fine, so what you need to do now is press the 4 flag Windows key on your keyboard pressed	https://genius.com/Shizzlecakes-microsoft-tech-support-lyrics
2022	Tye Henney	PM by Tye Henney	I'm broke, they never gon' believe that shit, nigga / Twenty for a bird, if it's good, I need	https://genius.com/Tye-henney-pm-lyrics
2023	AK Bandamont	Big Purchase by AK Bandamont	for the dick and call that shit urgent / Run through a brick, I made twenty-five thousand off a six	https://genius.com/Ak-bandamont-big-purchase-lyrics
2023	Alana Springsteen	just a house by Alana Springsteen	know that's how it's supposed to be / Put twenty down for a front door key / And a welcome	https://genius.com/Alana-springsteen-just-a-house-lyrics
2023	Boldy James & ChanHays	Trust Issues by Boldy James & ChanHays	Glick / 'Nother body found, murder was the plot / Twenty-six a blue, thirty for the brick / First of the month	https://genius.com/Boldy-james-and-chanhays-trust-issues-lyrics
2023	GooseByTheWay, SK Da King, 7xvethegenius & Lucky Seven	Take It Back by GooseByTheWay, SK Da King, 7xvethegenius & Lucky Seven	fentanyl, before they stepped on cocaine / Before niggas started payin' thirty for a whole thing / Sometimes I wish that I	https://genius.com/Goosebytheway-sk-da-king-7xvethegenius-and-lucky-seven-take-it-back-lyrics
2023	Harry Carter (Ft. Favi, ReezyBag & Zayy The Dino)	OVBERE by Harry Carter (Ft. Favi, ReezyBag & Zayy The Dino)	on my neck, that shit gon' cost you / Swear like half a brick, 'fore I turned 21 I was fuckin	https://genius.com/Harry-carter-ovbere-lyrics
2023	Mozzy	10 PERCENT by Mozzy	said he got that Joey Biden for me (Huh?) / New Key Presidential, this the forty-one (Uh) / Wire transfer been	https://genius.com/Mozzy-10-percent-lyrics
2023	Steve Stacks	Thick N Thin Bass Thumper Remix by Steve Stacks	ya melon / Fuck ya momma while she yelling / Then flip a half brick for 12-11 / Pump more gas than	https://genius.com/Steve-stacks-thick-n-thin-bass-thumper-remix-lyrics
2023	Struggle Mike & Black Soprano Family (Ft. Benny the Butcher, Heem B$F & Smoke Bulga)	John Gotti (Remix) by Struggle Mike & Black Soprano Family (Ft. Benny the Butcher, Heem B$F & Smoke Bulga)	really hang around them niggas (I do) / Only thirty for a bird, I know the real dealers / Anybody say a	https://genius.com/Struggle-mike-and-black-soprano-family-john-gotti-remix-lyrics
2024	Aystar (Ft. Youngest Sav)	Hands On by Aystar (Ft. Youngest Sav)	then I'm letting it rip / Boss the price is twenty-five if you're copping a brick / I'm	https://genius.com/Aystar-hands-on-lyrics
2024	Big Hit, Hit-Boy & The Alchemist (Ft. Boldy James)	Godfather, Pt. 2 by Big Hit, Hit-Boy & The Alchemist (Ft. Boldy James)	6 / On lanes, what you need? Nah, nah, whip up a brick (Skrrt, skrrt) / Disrespect mine, I'll whip it	https://genius.com/Big-hit-hit-boy-and-the-alchemist-godfather-pt-2-lyrics
2024	Boldy James & Harry Fraud (Ft. Benny the Butcher)	Rabies by Boldy James & Harry Fraud (Ft. Benny the Butcher)	four quarters in a O / It's sixty-four in a 'bow, thirty-six a quarter crow / Brick of blow	https://genius.com/Boldy-james-and-harry-fraud-rabies-lyrics
2024	Gucci Mane	Rich Niggaz by Gucci Mane	had shit (Nah) / And the watch on my wrist cost thirty-five bricks (Skrrt) / I'm a rich nigga, dog	https://genius.com/Gucci-mane-rich-niggaz-lyrics
2024	Helena	Summer Body by Helena	vais pas cacher mes poignées gonflées par l'amour / 3 kilos, c'est quoi ? Y'en aura toujours trop ou	https://genius.com/Helena-summer-body-lyrics
2024	Poody Gordy, Babyface Ray, Drego & Beno & ShredGang Mone	Break a Bitch by Poody Gordy, Babyface Ray, Drego & Beno & ShredGang Mone	Uh, 'bout twenty, yeah, for this half a brick, 'bout forty for the whole bitch / Give me fourteen for this	https://genius.com/Poody-gordy-babyface-ray-drego-and-beno-and-shredgang-mone-break-a-bitch-lyrics
2024	Poody Gordy, Babyface Ray, Drego & Beno & ShredGang Mone	Break a Bitch by Poody Gordy, Babyface Ray, Drego & Beno & ShredGang Mone	bout twenty, yeah, for this half a brick, 'bout forty for the whole bitch / Give me fourteen for this half	https://genius.com/Poody-gordy-babyface-ray-drego-and-beno-and-shredgang-mone-break-a-bitch-lyrics
2024	TYTE	Top 5 by TYTE	the trenches, but I'm still sippin' Kool-Aid (Yeah) / Thirty-six ounces on my neck, a brick of cocaine	https://genius.com/Tyte-top-5-lyrics
2024	hako	TROUBLE. (PROD VENNY) by hako	those / I’on like yo block, I just spin back / Twenty [birds?] for a [chair?] thats a V-neck / Wheres	https://genius.com/Hako-trouble-prod-venny-lyrics
2025	Benny the Butcher & Daringer (Ft. Westside Gunn)	Jasmine's by Benny the Butcher & Daringer (Ft. Westside Gunn)	ain't buy her shit / Hermes crocodile sandals stepping on a brick (SUPER FLYGOD) / Thirty-six to forty-four, shit	https://genius.com/Benny-the-butcher-and-daringer-jasmines-lyrics
2025	Benny the Butcher & ILL Tone Beats	36 Ounces and a Mercedes by Benny the Butcher & ILL Tone Beats	a Benz and a brick, uh / Thirty-six ounces and a Mercedes, yeah / All we wanted was a Benz and	https://genius.com/Benny-the-butcher-and-ill-tone-beats-36-ounces-and-a-mercedes-lyrics
2025	Boldy James & RichGains	Custo by Boldy James & RichGains	blessed me, courtesy of the chef / Still get thirty a key for the Fent' and a extra service free for	https://genius.com/Boldy-james-and-richgains-custo-lyrics
2025	Boldy James & V Don	Bobert Horry by Boldy James & V Don	whole strip / Back when they used to charge you seventeen for the whole brick / Hotheaded with a heart of gold	https://genius.com/Boldy-james-and-v-don-bobert-horry-lyrics
2025	Don Trip (Ft. Bink4sho & Kendrick P.)	Hello Darkness by Don Trip (Ft. Bink4sho & Kendrick P.)	and three / Dope game just like cars I drive, been fifteen years since I used a key / Streets ain't	https://genius.com/Don-trip-hello-darkness-lyrics
2025	Esham	30 Gucci Purses by Esham	up that's what the word is / Thirty Gucci bags half a brick for the murders / Hit you with the	https://genius.com/Esham-30-gucci-purses-lyrics
2025	Finesse2Tymes	I’m Back by Finesse2Tymes	for recordin' me / You can get shot for a post, half a key on a coat, thirty-four for a	https://genius.com/Finesse2tymes-im-back-lyrics
2025	Joe Green, OJ da Juiceman & Yung Ralph (Ft. Nard & B)	Like Me by Joe Green, OJ da Juiceman & Yung Ralph (Ft. Nard & B)	starter but I get it out the pinch / Cost me forty-two thousand for a whole brick of fent / It	https://genius.com/Joe-green-oj-da-juiceman-and-yung-ralph-like-me-lyrics
2025	Lil Pingus & Lil Peenguin	YSL by Lil Pingus & Lil Peenguin	got 28 pants all from Rick / Alex McQueen, yeah it cost me a brick / And no joke like 300 watches	https://genius.com/Lil-pingus-and-lil-peenguin-ysl-lyrics
2025	Rob49 & YTB Fatt	Preach by Rob49 & YTB Fatt	watch, pinky ring cost twenty thou' (Yeah) / Crazy necklace costin' bricks of becky, get a fuck boy crossed out  (Yeah	https://genius.com/Rob49-and-ytb-fatt-preach-lyrics
2025	Rooftop Newz TV (Ft. Dizaster & JC)	Dizaster vs J.C by Rooftop Newz TV (Ft. Dizaster & JC)	B / Instead of going for 81 points, this nigga went for 88 keys / That was a battle rap tournament / Shit	https://genius.com/Rooftop-newz-tv-dizaster-vs-jc-lyrics
2025	Shy Glizzy	Scarred 4L by Shy Glizzy	m tryna have another kid / By the time I was twenty-five, I already sold a hundred bricks / Oops, I	https://genius.com/Shy-glizzy-scarred-4l-lyrics
2025	ZAZA 762	6 Handschuhe by ZAZA 762	kocht ein Topf / Mein block ähnelt ein Haifischbecken / Muss 3 bricks pressen / Sag bye bye lah 3ayun / Explodiere lauf Tabanca	https://genius.com/Zaza-762-6-handschuhe-lyrics
2026	Conway the Machine & DJ Whoo Kid	TV OFF by Conway the Machine & DJ Whoo Kid	pah) / Kilo stamped like my G pass ('Kay) / Fifteen and a half for a key slab (Woo) / Take it out	https://genius.com/Conway-the-machine-and-dj-whoo-kid-tv-off-lyrics
2026	Conway the Machine & DJ Whoo Kid	TV OFF by Conway the Machine & DJ Whoo Kid	pah-pah-pah) / Kilo stamped like my G pass ('Kay) / Fifteen and a half for a key slab (Woo) / Take	https://genius.com/Conway-the-machine-and-dj-whoo-kid-tv-off-lyrics
2026	Lil Poppa	Dirty Piss by Lil Poppa	you stressin?", I need thirty-six, bitch, I need a brick (Bitch, I need thirty-six) / I need a brick	https://genius.com/Lil-poppa-dirty-piss-lyrics
2026	Nickoe	The Peoples Choice by Nickoe	this money) / Holler at your boy, I just sold a brick at forty (I just sold a brick for forty	https://genius.com/Nickoe-the-peoples-choice-lyrics
